y,Company,CocoaPercent,CompanyLocation,BeanType,BeanOrigin
2.75,206.0,70.0,18.0,12.0,13.0
3.5,393.0,70.0,56.0,11.0,60.0
2.0,302.0,75.0,18.0,12.0,18.0
3.5,223.0,73.0,32.0,11.0,37.0
4.0,247.0,64.0,18.0,12.0,45.0
2.75,67.0,80.0,10.0,8.0,12.0
3.0,326.0,75.0,56.0,3.0,7.0
3.0,234.0,80.0,58.0,11.0,68.0
3.0,166.0,64.0,29.0,8.0,23.0
2.75,27.0,70.0,56.0,12.0,16.0
3.5,317.0,66.0,55.0,11.0,25.0
3.0,385.0,75.0,56.0,12.0,46.0
3.25,366.0,65.0,56.0,8.0,10.0
3.0,206.0,75.0,18.0,12.0,33.0
3.25,278.0,88.0,36.0,12.0,45.0
2.5,143.0,70.0,56.0,6.0,67.0
3.25,113.0,75.0,56.0,12.0,3.0
3.75,106.0,73.0,56.0,8.0,19.0
2.75,381.0,72.0,32.0,11.0,37.0
3.5,289.0,75.0,7.0,3.0,60.0
3.25,111.0,70.0,56.0,11.0,37.0
3.5,174.0,67.0,56.0,0.0,3.0
3.75,289.0,78.0,7.0,11.0,37.0
2.75,212.0,75.0,56.0,12.0,67.0
3.5,67.0,72.0,10.0,12.0,12.0
3.5,260.0,80.0,56.0,12.0,41.0
3.5,18.0,70.0,56.0,12.0,16.0
2.75,318.0,70.0,56.0,12.0,18.0
2.75,261.0,68.0,56.0,12.0,57.0
3.75,343.0,70.0,7.0,11.0,60.0
3.5,299.0,73.0,56.0,12.0,19.0
3.25,165.0,82.0,21.0,11.0,25.0
4.0,247.0,67.0,18.0,12.0,18.0
3.5,62.0,71.0,14.0,8.0,19.0
3.0,142.0,72.0,56.0,6.0,67.0
3.0,144.0,80.0,56.0,11.0,2.0
3.5,167.0,72.0,56.0,3.0,63.0
2.75,227.0,74.0,56.0,12.0,67.0
3.75,297.0,78.0,4.0,6.0,13.0
3.25,398.0,65.0,2.0,12.0,63.0
3.0,292.0,70.0,56.0,12.0,3.0
3.75,201.0,68.0,56.0,11.0,67.0
3.0,362.0,68.0,56.0,11.0,2.0
2.5,298.0,80.0,56.0,12.0,30.0
3.5,392.0,76.0,56.0,12.0,3.0
3.0,336.0,72.0,56.0,12.0,41.0
3.75,337.0,70.0,2.0,11.0,67.0
3.75,103.0,72.0,19.0,8.0,51.0
4.0,157.0,74.0,56.0,1.0,12.0
2.5,204.0,72.0,39.0,12.0,46.0
2.75,349.0,75.0,56.0,12.0,47.0
3.75,136.0,75.0,5.0,12.0,3.0
4.0,343.0,70.0,7.0,11.0,68.0
3.25,206.0,75.0,18.0,12.0,46.0
3.0,286.0,60.0,56.0,6.0,29.0
3.25,19.0,72.0,55.0,11.0,60.0
3.25,334.0,60.0,29.0,11.0,4.0
3.5,397.0,70.0,3.0,6.0,57.0
2.5,243.0,72.0,32.0,11.0,37.0
3.75,238.0,74.0,56.0,12.0,18.0
3.25,90.0,75.0,50.0,12.0,63.0
4.0,302.0,75.0,18.0,11.0,34.0
3.5,332.0,70.0,10.0,12.0,12.0
3.25,381.0,64.0,32.0,11.0,37.0
2.75,3.0,60.0,16.0,11.0,21.0
3.5,155.0,65.0,56.0,6.0,67.0
3.75,357.0,70.0,24.0,8.0,19.0
2.75,220.0,70.0,56.0,12.0,49.0
3.75,318.0,75.0,56.0,11.0,34.0
2.75,22.0,70.0,39.0,12.0,46.0
3.0,272.0,70.0,38.0,12.0,41.0
3.0,337.0,70.0,2.0,11.0,68.0
3.0,328.0,75.0,56.0,11.0,19.0
3.5,302.0,75.0,18.0,11.0,67.0
2.75,194.0,70.0,18.0,12.0,63.0
3.5,8.0,70.0,35.0,8.0,57.0
3.5,59.0,75.0,57.0,11.0,67.0
2.75,44.0,80.0,56.0,12.0,37.0
2.5,349.0,70.0,56.0,12.0,47.0
3.5,144.0,80.0,56.0,12.0,19.0
3.25,156.0,85.0,12.0,12.0,41.0
3.25,209.0,70.0,56.0,12.0,16.0
3.5,252.0,70.0,6.0,8.0,4.0
2.75,117.0,80.0,56.0,12.0,3.0
2.75,399.0,80.0,3.0,12.0,63.0
3.5,247.0,66.0,18.0,11.0,67.0
3.0,171.0,70.0,2.0,12.0,53.0
1.5,320.0,100.0,29.0,12.0,63.0
3.0,172.0,67.0,56.0,12.0,4.0
2.75,231.0,75.0,56.0,12.0,9.0
2.75,175.0,72.0,36.0,11.0,67.0
4.0,112.0,70.0,22.0,6.0,27.0
4.0,343.0,70.0,7.0,3.0,24.0
2.75,151.0,70.0,47.0,12.0,37.0
3.5,154.0,65.0,56.0,12.0,18.0
3.5,155.0,70.0,56.0,8.0,46.0
3.0,119.0,64.0,18.0,12.0,45.0
3.5,98.0,73.0,56.0,12.0,19.0
3.5,175.0,66.0,36.0,6.0,46.0
